Year,RepublicanFraction Alabama,RepublicanFraction Alaska,RepublicanFraction Arizona,RepublicanFraction Arkansas,RepublicanFraction California,RepublicanFraction Colorado,RepublicanFraction Connecticut,RepublicanFraction Delaware,RepublicanFraction Dist. of Col.,RepublicanFraction Florida,RepublicanFraction Georgia,RepublicanFraction Hawaii,RepublicanFraction Idaho,RepublicanFraction Illinois,RepublicanFraction Indiana,RepublicanFraction Iowa,RepublicanFraction Kansas,RepublicanFraction Kentucky,RepublicanFraction Louisiana,RepublicanFraction Maine,RepublicanFraction Maryland,RepublicanFraction Massachusetts,RepublicanFraction Michigan,RepublicanFraction Minnesota,RepublicanFraction Mississippi,RepublicanFraction Missouri,RepublicanFraction Montana,RepublicanFraction Nebraska,RepublicanFraction Nevada,RepublicanFraction New Hampshire,RepublicanFraction New Jersey,RepublicanFraction New Mexico,RepublicanFraction New York,RepublicanFraction North Carolina,RepublicanFraction North Dakota,RepublicanFraction Ohio,RepublicanFraction Oklahoma,RepublicanFraction Oregon,RepublicanFraction Pennsylvania,RepublicanFraction Rhode Island,RepublicanFraction South Carolina,RepublicanFraction South Dakota,RepublicanFraction Tennessee,RepublicanFraction Texas,RepublicanFraction Utah,RepublicanFraction Vermont,RepublicanFraction Virginia,RepublicanFraction Washington,RepublicanFraction West Virginia,RepublicanFraction Wisconsin,RepublicanFraction Wyoming, NatTurnout,AvgGDP,AvgNatIncome,AvgNatWealth,WealthIncomeRatio, DemocratWon
1952,0.3517060800460045,,0.5834977165444986,0.4390948185051617,0.568673356548897,0.6073732659934814,0.5591963106581089,0.5194492830528222,,0.5500947435049637,0.30339410537616046,,0.6552388066195773,0.5495842658658759,0.5863687945385179,0.6417754730768102,0.6927870791076419,0.4996467351260348,0.47077852357228755,0.6616746260241088,0.5581646942591374,0.5439421680661658,0.5576654472418451,0.5564104751219136,0.3956334141182074,0.507833494507635,0.5970782262989981,0.6915379063740446,0.6144543131767854,0.6092214691335409,0.5748501264901036,0.5557307499863349,0.5600936830402751,0.46089882815403294,0.7142612311200197,0.5675569707611251,0.5458943459531457,0.6086471678955848,0.5295393000264355,0.5092243885010188,0.053573089273893995,0.6927243503702218,0.5013693211381155,0.5322497980315679,0.5892509270104445,0.71676727291732,0.5650462835551728,0.5486569006696265,0.4807635069853059,0.6116064545086237,0.6283696301062931,62.3,25035.58008,22620.73242,77168.84375,3.4114212989999997,0
1956,0.41065770200907376,,0.6105840549211715,0.46622568599773756,0.5557594501856987,0.6045877549519063,0.6373236662381057,0.5525022819729769,,0.5727072992830585,0.333766813590505,,0.6119876707458759,0.5963449949750046,0.6014133183235633,0.5923317181743966,0.6567206714589403,0.5456489088299663,0.5742290026246719,0.7086543874713539,0.6003511553052445,0.5950306378227948,0.557547392343369,0.5380666309103571,0.2958252493443438,0.49891299721373683,0.5713479686249636,0.6551442725037556,0.5796833145445708,0.6614096813959676,0.6539517897642066,0.5804512705329674,0.6126082512740627,0.49336474512522394,0.6183867964719062,0.6111420981480256,0.5513108744981672,0.5524669078313261,0.5660696545954135,0.5825948313893641,0.35695424195556225,0.5838520096509526,0.5031459683607333,0.5568544819401652,0.6456114612494199,0.7217910408725047,0.5907180928710416,0.5426033205297736,0.5407802549495625,0.619380233158538,0.60077984644759,60.2,27692.60547,24899.38477,88520.63281,3.555133104,0
1960,0.42343038017475904,0.5094137783483098,0.5558511841054012,0.4617814229258904,0.5027470684338756,0.5488578481069656,0.4626934387031143,0.4917918178431643,,0.515145941913357,0.37439401999699906,0.49968869278037953,0.5378498918289233,0.4990669570496883,0.5523535378509202,0.5674875446405425,0.6072043837536377,0.5359069492788552,0.3618566892102538,0.5704761159597598,0.463864931501138,0.3964205064766608,0.4898961422403564,0.4928412951084893,0.4043523908466769,0.49742041808871074,0.5125572756312967,0.6207080468769114,0.48837946432733276,0.5341779342103928,0.4959816119318713,0.4962971332644628,0.4736366529861043,0.4789135409877272,0.5545273885716544,0.532841453783033,0.5901998560593479,0.526215340016661,0.48835864104151966,0.36372289376476447,0.487624357684639,0.5821356207604238,0.5361858520466654,0.48989526304821096,0.5482009241635946,0.5864974868064811,0.5275113190619263,0.5121991321624879,0.4726712589566963,0.5186473771422612,0.5501484564788112,63.8,29303.89648,26332.79492,97176.89844,3.69033742,1
1964,1.0,0.340920917646709,0.5049782630421747,0.4363785089898666,0.4083270635237488,0.38401974143073614,0.3212086111076881,0.3888695201761114,0.14502233165657086,0.48851457631542194,0.5412714855066102,0.21238861201036324,0.49083175771086274,0.4052807924846139,0.4376238612926436,0.37993263281840806,0.4544742754291935,0.3577250353910665,0.568145684502724,0.3115798039189952,0.34529969804918814,0.23531332975764815,0.331632552513211,0.3608752202979092,0.8713955409560401,0.35950412541208737,0.40764864143567103,0.4739281079989181,0.41418265858394926,0.36109520189660976,0.3404082396408706,0.40641511627551224,0.313492423352175,0.4384922486794579,0.41942160773050224,0.3705700096442705,0.44253666759964355,0.360781376786817,0.3483439137944778,0.19128225636923898,0.5889197383239546,0.44387584522274304,0.4449337011937981,0.3656205337577825,0.4528627622922028,0.33692486002857686,0.46310079548034777,0.37621845923245567,0.3206315337609212,0.3780495097751876,0.43441520221979313,62.8,33397.84375,30301.9375,111898.3438,3.692778587,1
1968,0.42772094485621626,0.5149908917834299,0.6100174963120518,0.5033391646679174,0.5166378574912746,0.5498113547135802,0.47248536428461096,0.52022505755535,0.18180539108208563,0.5671560081299669,0.531957830861618,0.39280512483404867,0.6494176137479285,0.5160110549358561,0.5696772121646652,0.5649782579929823,0.6123735080020981,0.5377172214263122,0.45408622057656706,0.43783985140959114,0.49038393267096153,0.3429439791919902,0.4624770602888843,0.43435192079035545,0.3701120588727212,0.5063890191695523,0.5488590720769158,0.6528406515336002,0.5470527558937408,0.5425826292855842,0.5118279412111104,0.566068325032608,0.47099008173929546,0.574717425467674,0.5940292497365467,0.5129493641883377,0.5985146834718609,0.5322996641465713,0.48052752756573175,0.33170677488702194,0.5626467175139741,0.5593920795627632,0.5736558128243255,0.492191283098858,0.6037739666610182,0.5478998951073701,0.5716234823851125,0.48857371277334966,0.45119460834509406,0.5196282270796593,0.6109130060292851,62.5,38419.08203,34841.07813,130086.1719,3.733701229,0
1972,0.7393296023635788,0.6267154309524888,0.669843951628996,0.6917306799623091,0.5697113733038225,0.6440994036685869,0.5934173631538923,0.6033227303988996,0.21630550250839714,0.7212144528696257,0.7527559189598856,0.6247918778720853,0.7115520502480283,0.5930212599786756,0.6647771088156342,0.5873248210057609,0.6963405194253673,0.6457071128908319,0.6973159227365852,0.6149452573122132,0.621162232245713,0.45490870148219475,0.573408812693721,0.5282024444098165,0.7993660459529646,0.623367165514406,0.6048400088107755,0.7050247358530182,0.6368077638282187,0.6473365863114439,0.6260792689111864,0.6254639093153521,0.5869063540141173,0.706275601000004,0.6342930420812188,0.6103474977978942,0.7543690343201759,0.5534006635995843,0.6016929729365493,0.5310075464787918,0.7185826097959233,0.5432917456701727,0.6947361675950925,0.6657320705377789,0.7193233569001194,0.632134165753846,0.692522663901694,0.5956267978873956,0.6361026181828675,0.5498042902771944,0.6937067572606372,56.2,39825.84766,35982.62109,135249.2031,3.758737087,0
1976,0.43333276022145045,0.6189182877358083,0.5861330301689619,0.34951148521800846,0.5091782730681821,0.5593527452331726,0.5261001670621348,0.47253976517358137,0.16822277613147366,0.473197981279208,0.3306170514068258,0.4871736876170062,0.6173299062594496,0.510028337436394,0.5384877780769483,0.505161263543727,0.5387554076253813,0.4634597135335653,0.47040424852119334,0.5043117889709539,0.46964580076563617,0.4188537782889406,0.5274377404986998,0.433580180280289,0.49033422218657896,0.4815809287424124,0.5378434614598622,0.6061793369363175,0.5226939592881622,0.5574092394399977,0.511006684739507,0.5124476751654883,0.4777541238537404,0.44446707501535054,0.5300330169781867,0.49861469953834947,0.506152205166257,0.5008717317692033,0.486428609078264,0.4432762268119398,0.4343389095508409,0.5074303436680477,0.4342705541946833,0.4840149677162289,0.6498005838259445,0.557722671124733,0.5068641885546367,0.5202029356779516,0.41930318620333196,0.4913835633250033,0.5983440460517825,54.8,40971.12891,36618.94922,132134.5469,3.6083655360000004,1
1980,0.5067633830703947,0.6729918564484112,0.682120868323351,0.5031970594292348,0.5947094303109449,0.6393259605366204,0.5555719632271264,0.5126678525017742,0.15223913408941017,0.5905076294719691,0.42343684158402384,0.48915940764913096,0.7251322678733122,0.5433966238211096,0.5979732867014976,0.5706315027120836,0.6347548943852034,0.5075326098853471,0.5281088598859925,0.5190948343402336,0.483808619337815,0.5009067301685632,0.5354641089679841,0.47786359293482367,0.5067833220354562,0.5356541434144342,0.6366524445429527,0.7156536943495777,0.6992732866300078,0.6706769237284803,0.5740914451463127,0.5990826674311105,0.5147147835110187,0.5109968262974457,0.7098070975212911,0.5573548501007461,0.633721332803691,0.5555259384357362,0.5386163586711663,0.43833944525464763,0.5065671053144484,0.6563345885809966,0.5014992246048541,0.5716734079381546,0.7796518504201592,0.5358930796239665,0.5681586052912446,0.570953460948888,0.4763021827987025,0.5259030857856029,0.6913262597812986,54.2,43006.65234,38147.53125,151813.2031,3.979634047,0
1984,0.6126339535131827,0.6905591264771639,0.6711672757000601,0.6122758810194409,0.5822453482219766,0.643657698356506,0.6099916876301803,0.5995367269919557,0.1385226605289924,0.6533241321354548,0.601978201481398,0.557037242176494,0.7327557119741499,0.5647325330722075,0.6207342912168372,0.5372382533002015,0.6702947711156966,0.6036418238945198,0.6141916116254215,0.6106911790060162,0.5275752719214463,0.5139833023725937,0.5954632499816858,0.4990910923180505,0.623150350589416,0.6002475066787704,0.61301398763687,0.71004753673293,0.6731568155478291,0.6892599226730951,0.6052139108149635,0.603495981291882,0.5401771895762791,0.6202786294988686,0.6573458238314767,0.5947069271758437,0.6910982584769896,0.5610471133933737,0.5370073147712165,0.5182973024492529,0.6411877941412378,0.6329951324356786,0.5818184809445299,0.6378630517301341,0.7512002100968175,0.586649107277791,0.6267568793921985,0.5657114332159597,0.5527243432459842,0.5462201570962173,0.7140039976207191,55.2,45872.09375,40718.78125,153676.25,3.774087906,0
1988,0.5974556839808891,0.621633174342534,0.607434915309925,0.5719164271311511,0.5180731053637588,0.5395382438149715,0.5258115045643299,0.5624118959586928,0.14754247394343226,0.6125207164585159,0.6020361634476036,0.45193724019841075,0.6328782285063305,0.5104927699635886,0.6012599112493201,0.44851518859917494,0.5672750170218648,0.5585376781178855,0.5519129232394974,0.5577101870346831,0.5146443023111701,0.4601741106681304,0.5397804996005513,0.4644914007475596,0.6052108295518279,0.5199691168097722,0.5298818972138428,0.6055408549417141,0.6081858916458566,0.6323363272713388,0.5690115761353517,0.5250991574048536,0.4793140576317628,0.5815753786855,0.5659535572786767,0.5547406465025074,0.5838981227244167,0.4761631920240204,0.5116954699533774,0.4412212944668937,0.6207214556441831,0.5319237880858589,0.5821864050197078,0.5634633293113727,0.6738787483190072,0.5178171307672444,0.6035894605758241,0.49192288245414184,,0.4817653370543896,0.6142487642257731,52.8,51186.16016,45299.67969,179329.4531,3.958735704,0
1992,0.5382112645990298,0.5657426203867018,0.5130190398301194,0.4000773293387749,0.4148327123062092,0.4719793447717502,0.4587488329257332,0.4480200729527471,0.09702930380607265,0.5118478344835903,0.49657871548903365,0.432800222691787,0.5966148302115658,0.41411781787753205,0.5383489453393877,0.4626747088643786,0.5354105558761758,0.4813122230523395,0.47334862139584355,0.4394412713545169,0.4170009996078235,0.37907653159963856,0.45384840353028877,0.42278659775513644,0.5492848946738419,0.4349303389968644,0.482759428751247,0.6131173043233157,0.48175222480382274,0.492034486445505,0.48579681647906553,0.44857843230243594,0.40521652280508413,0.5045846427918671,0.5787470477290877,0.48831836653045485,0.5562211830261868,0.43366108483407184,0.44451470538984694,0.38156277181791826,0.5463533837076084,0.5226103376833865,0.4740196335292404,0.522421631658855,0.6375357911398033,0.39745798641493096,0.5255501293414344,0.42408298927488774,0.4223116191805925,0.4720549149788455,0.5379202342939657,58.1,52110.33594,46130.23438,184677.3281,4.003390312,1
1996,0.5373387115368894,0.6042850250583381,0.4877622884814574,0.4064717513524451,0.42783728374877,0.5075920763022744,0.3963649311768726,0.41376343367430046,0.09876451791135743,0.46845038804893596,0.5063226919855417,0.3572384819175119,0.6079902757571594,0.4039490781454223,0.5314840635504565,0.4426661107626727,0.6007236554798414,0.4947094881565715,0.43439161728407855,0.37337879583144684,0.41361576513727616,0.3136016455082603,0.42675586633303225,0.40620611220225195,0.527472237545871,0.46452962523571845,0.5168741045072416,0.6055482250078303,0.4941346864475296,0.4438933383926676,0.4003321469387281,0.4597586943896841,0.33982504078884024,0.5252998666973464,0.5391131900584165,0.4640305081827946,0.5440060910670578,0.45306884280341775,0.44838794639167456,0.3099578661250159,0.5311069969557515,0.5193358539513447,0.48713357658139445,0.5266062338212227,0.6201948781925614,0.3681716961593798,0.5106059450706689,0.4280534715521872,0.4164533482389214,0.4408080333854982,0.5748791743489597,51.7,57409.515629999994,50936.71484,205682.7969,4.038006783,1
2000,0.5760694192133109,0.6793694856372919,0.5328259916713985,0.5280068951042081,0.43797010000928216,0.5448591994327903,0.4074434195114548,0.43259935214711553,0.0951230552222152,0.5000460940803355,0.5598375362290265,0.40172703719570657,0.7084849045574401,0.4381998968416041,0.5800478253258193,0.4983722081248183,0.6091690746352808,0.5772778700401617,0.5393924596634723,0.4725215845899958,0.41635411001550715,0.35210656239366184,0.473653935182659,0.4871358802418868,0.5860548483924629,0.5171194865675066,0.6365636197866972,0.6517948086208503,0.5185683849967243,0.506678001952188,0.4178859058327907,0.49968073970690857,0.36912114765758197,0.5646399698150305,0.6472739657061628,0.5183872222066608,0.6108067122211892,0.4976410801446944,0.4785152128319685,0.34350883932400683,0.5815302723348462,0.6161471257237386,0.5196286678517901,0.6095627014856294,0.7172550543132414,0.445596491032266,0.5414723630583325,0.4705522899059459,0.5324207401593741,0.49884931696842194,0.7098230564031704,54.2,66171.71875,58648.90234,287853.2188,4.908074856,0
2004,0.6289777135228225,0.6322628298124632,0.5527500503048827,0.5493574825166778,0.44958679547177544,0.5236622955824264,0.44725052439415874,0.46168493754908396,0.09479721352563932,0.5252367957566879,0.5835423269640956,0.4559555199706973,0.6932273818336431,0.4479136595044655,0.6042347624965846,0.5033667926271291,0.6286709878108223,0.6000761991547393,0.573309412692435,0.45416983589691395,0.434344157924988,0.3725714448700811,0.48274155532034796,0.4823908938933105,0.5992441440850338,0.5361971266543984,0.6050007617566335,0.6684733725959471,0.513175957248615,0.49309711379862686,0.46629463681157796,0.5040033588635489,0.40712234295980115,0.5624197200184111,0.6390935414994329,0.5105876072477185,0.6557040166475606,0.4789137422554992,0.4874171790293761,0.3942202975203528,0.5863535860141417,0.6091329080109369,0.5718544545474072,0.6151019189710992,0.7334643916012205,0.39698997860748836,0.5413369671353006,0.46353462316547045,0.5647971062974548,0.4980819672573075,0.7031270317317171,60.1,68401.92969,60674.74609,300091.5,4.945904255,0
2008,0.6089090275357267,0.610647849165971,0.5431390071961633,0.6017172061071726,0.3772155040841459,0.4544936530682658,0.3868166175024582,0.3736186135011144,0.06599231666584336,0.48580339969100705,0.5262796371119487,0.2700627412154459,0.6302458980502055,0.37267519078368067,0.49478046554621913,0.45151222210532654,0.5761227581890944,0.5823342758770461,0.5945717416158537,0.41170475016592395,0.37069912707114466,0.36802921786647047,0.4162869842384548,0.4477062500460726,0.5664193099286384,0.5006757914967664,0.5116940328394073,0.5760907442216564,0.43613261874803894,0.45131458879890496,0.4213537012857605,0.4233509998120241,0.36505574149513886,0.4983403669993269,0.5440865628196813,0.47691667384406833,0.656450811226935,0.4158627882277282,0.4477029618451555,0.35801862490854225,0.5454442918920913,0.5429570723411538,0.5763147180235446,0.5593593675094072,0.6452636137274007,0.311008182606619,0.46817415593872447,0.4124797319789105,0.5667374376713725,0.42944321752181586,0.6656202335509591,61.6,70348.72656,62071.14453,300702.5938,4.844482422,1
2012,0.6121622853343771,0.5731529048156038,0.5461338022370319,0.6215440535122961,0.3812718883670338,0.47252011685797485,0.41227422523092905,0.4055304508072184,0.07412350797882483,0.49557747860633766,0.5395664909805672,0.2829615149892558,0.6642138684357534,0.4142247660788309,0.5520037459732731,0.4704064807189982,0.6111332674525305,0.6154277239380491,0.5874682561411397,0.42140078606422887,0.3667827421309402,0.38214319250939993,0.45199467928822123,0.4605877353830181,0.5580189919878777,0.5477866675337997,0.5703423186388146,0.6112939026822536,0.46592457836653467,0.47166248021741897,0.4104803444941423,0.44704795353091303,0.3572407296333076,0.51034034903005,0.6011120828891173,0.48485943230750506,0.6677231974301656,0.43728832821252617,0.4726806599810817,0.3598325402111788,0.5530825470456537,0.5921849913819525,0.6035107152629404,0.5800789721510639,0.7462618889514748,0.3175274117360937,0.48032623311235517,0.42371701729378153,0.6367429763204273,0.4653657001712759,0.7116063401152143,58.6,70219.78906,63102.58594,262483.4063,4.159629822,1
