datetime,Manufacturing_AHE,Mining_and_Logging_AHE,Trade_Transportation_and_Utilities_AHE,Construction_AHE,Information_AHE,Financial_Activities_AHE,Professional_and_Business_Services_AHE,Education_and_Health_Services_AHE,Leisure_and_Hospitality_AHE,Total_Private_AHE,White_Unemployement,Black_Unemployement,Hispanic_Unemployement,adjclose_weekly_change,volume_weekly_change,price_range_weekly_change,adjclose_weekly_volatility,volume_weekly_volatility,price_range_weekly_volatility,adjclose_monthly_change,volume_monthly_change,price_range_monthly_change,adjclose_monthly_volatility,volume_monthly_volatility,price_range_monthly_volatility,inflation_monthly,adjclose_quarterly_change,volume_quarterly_change,price_range_quarterly_change,adjclose_quarterly_volatility,volume_quarterly_volatility,price_range_quarterly_volatility,inflation_quarterly,year,adjclose_annual_change,volume_annual_change,price_range_annual_change,adjclose_annual_volatility,volume_annual_volatility,price_range_annual_volatility,inflation_annual,month,quarter,week,weekday,APPLEINC_adjclose,AMAZONCOMINC_adjclose,DOMINOSPIZZAINC_adjclose
2012-05-14,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,-0.06410710015397159,0.8328112407582593,1.0978189167937602,0.17474720148445014,2.768165008645389,2.038190297164637,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W20,Monday,69.85955047607422,222.92999267578125,30.3118839263916
2012-05-15,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,-0.06410710015397159,0.8328112407582593,1.0978189167937602,0.17474720148445014,2.768165008645389,2.038190297164637,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W20,Tuesday,69.22756958007811,224.38999938964844,30.12570381164551
2012-05-16,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,-0.06410710015397159,0.8328112407582593,1.0978189167937602,0.17474720148445014,2.768165008645389,2.038190297164637,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W20,Wednesday,68.34027862548828,224.05999755859372,29.55781173706055
2012-05-17,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,-0.06410710015397159,0.8328112407582593,1.0978189167937602,0.17474720148445014,2.768165008645389,2.038190297164637,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W20,Thursday,66.34292602539061,218.3600006103516,28.217241287231445
2012-05-18,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,-0.06410710015397159,0.8328112407582593,1.0978189167937602,0.17474720148445014,2.768165008645389,2.038190297164637,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W20,Friday,66.37545776367189,213.8500061035156,27.89140701293945
2012-05-21,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,0.06016461677312668,-0.5513988674469367,-0.6523764722455613,0.4571644885116421,2.8755752538739014,5.679504196264875,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W21,Monday,70.24250793457031,218.1100006103516,28.9340763092041
2012-05-22,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,0.06016461677312668,-0.5513988674469367,-0.6523764722455613,0.4571644885116421,2.8755752538739014,5.679504196264875,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W21,Tuesday,69.703125,215.3300018310547,29.241291046142575
2012-05-23,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,0.06016461677312668,-0.5513988674469367,-0.6523764722455613,0.4571644885116421,2.8755752538739014,5.679504196264875,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W21,Wednesday,71.40386199951172,217.27999877929688,28.79443359375
2012-05-24,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,0.06016461677312668,-0.5513988674469367,-0.6523764722455613,0.4571644885116421,2.8755752538739014,5.679504196264875,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W21,Thursday,70.74810791015625,215.2400054931641,28.46859931945801
2012-05-25,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,0.06016461677312668,-0.5513988674469367,-0.6523764722455613,0.4571644885116421,2.8755752538739014,5.679504196264875,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W21,Friday,70.36891174316406,212.88999938964844,28.682714462280273
2012-05-29,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,-0.002312055627244791,0.5859244485356787,0.6436231800156309,0.3352916884839872,2.7091149139476283,4.833581231979172,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W22,Tuesday,71.6178970336914,214.75,28.83167266845703
2012-05-30,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,-0.002312055627244791,0.5859244485356787,0.6436231800156309,0.3352916884839872,2.7091149139476283,4.833581231979172,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W22,Wednesday,72.48139190673828,209.22999572753903,28.394121170043945
2012-05-31,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,-0.002312055627244791,0.5859244485356787,0.6436231800156309,0.3352916884839872,2.7091149139476283,4.833581231979172,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W22,Thursday,72.30117797851562,212.91000366210938,28.58962440490723
2012-06-01,19.08,25.81,17.44,23.92,26.89,22.71,23.23,20.93,11.64,19.72,7.3,14.5,10.9,-0.002312055627244791,0.5859244485356787,0.6436231800156309,0.3352916884839872,2.7091149139476283,4.833581231979172,0.012502931765758785,-0.14272372122689406,-0.027293277567392527,0.21414566996913414,3.9569194605604823,8.266146802328686,-0.0016297858618256054,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M6,Q2,W22,Friday,70.20621490478516,208.22000122070312,26.90459442138672
2012-06-04,19.08,25.81,17.44,23.92,26.89,22.71,23.23,20.93,11.64,19.72,7.3,14.5,10.9,0.03445681617905638,-0.3329660821102085,-0.04533987293564457,0.13028071641637107,2.6967905720415364,8.895881730909437,0.012502931765758785,-0.14272372122689406,-0.027293277567392527,0.21414566996913414,3.9569194605604823,8.266146802328686,-0.0016297858618256054,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M6,Q2,W23,Monday,70.61917877197266,214.57000732421875,26.81149864196777
2012-06-05,19.08,25.81,17.44,23.92,26.89,22.71,23.23,20.93,11.64,19.72,7.3,14.5,10.9,0.03445681617905638,-0.3329660821102085,-0.04533987293564457,0.13028071641637107,2.6967905720415364,8.895881730909437,0.012502931765758785,-0.14272372122689406,-0.027293277567392527,0.21414566996913414,3.9569194605604823,8.266146802328686,-0.0016297858618256054,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M6,Q2,W23,Tuesday,70.43649291992188,213.2100067138672,27.73314666748047
2012-06-06,19.08,25.81,17.44,23.92,26.89,22.71,23.23,20.93,11.64,19.72,7.3,14.5,10.9,0.03445681617905638,-0.3329660821102085,-0.04533987293564457,0.13028071641637107,2.6967905720415364,8.895881730909437,0.012502931765758785,-0.14272372122689406,-0.027293277567392527,0.21414566996913414,3.9569194605604823,8.266146802328686,-0.0016297858618256054,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M6,Q2,W23,Wednesday,71.51649475097656,217.63999938964844,27.95656967163086
2012-06-07,19.08,25.81,17.44,23.92,26.89,22.71,23.23,20.93,11.64,19.72,7.3,14.5,10.9,0.03445681617905638,-0.3329660821102085,-0.04533987293564457,0.13028071641637107,2.6967905720415364,8.895881730909437,0.012502931765758785,-0.14272372122689406,-0.027293277567392527,0.21414566996913414,3.9569194605604823,8.266146802328686,-0.0016297858618256054,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M6,Q2,W23,Thursday,71.5490493774414,218.8000030517578,27.807621002197266
2012-06-08,19.08,25.81,17.44,23.92,26.89,22.71,23.23,20.93,11.64,19.72,7.3,14.5,10.9,0.03445681617905638,-0.3329660821102085,-0.04533987293564457,0.13028071641637107,2.6967905720415364,8.895881730909437,0.012502931765758785,-0.14272372122689406,-0.027293277567392527,0.21414566996913414,3.9569194605604823,8.266146802328686,-0.0016297858618256054,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M6,Q2,W23,Friday,72.62529754638672,218.47999572753903,27.87278938293457
2012-06-11,19.08,25.81,17.44,23.92,26.89,22.71,23.23,20.93,11.64,19.72,7.3,14.5,10.9,-0.01066650642815159,-0.035282363652476945,-0.5621797621188852,0.15473646170083846,5.967703048839151,5.92382369071796,0.012502931765758785,-0.14272372122689406,-0.027293277567392527,0.21414566996913414,3.9569194605604823,8.266146802328686,-0.0016297858618256054,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M6,Q2,W24,Monday,71.480224609375,216.5,27.370075225830078
2012-06-12,19.08,25.81,17.44,23.92,26.89,22.71,23.23,20.93,11.64,19.72,7.3,14.5,10.9,-0.01066650642815159,-0.035282363652476945,-0.5621797621188852,0.15473646170083846,5.967703048839151,5.92382369071796,0.012502931765758785,-0.14272372122689406,-0.027293277567392527,0.21414566996913414,3.9569194605604823,8.266146802328686,-0.0016297858618256054,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M6,Q2,W24,Tuesday,72.10470581054688,216.4199981689453,27.519025802612305
2012-06-13,19.08,25.81,17.44,23.92,26.89,22.71,23.23,20.93,11.64,19.72,7.3,14.5,10.9,-0.01066650642815159,-0.035282363652476945,-0.5621797621188852,0.15473646170083846,5.967703048839151,5.92382369071796,0.012502931765758785,-0.14272372122689406,-0.027293277567392527,0.21414566996913414,3.9569194605604823,8.266146802328686,-0.0016297858618256054,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M6,Q2,W24,Wednesday,71.60411834716797,214.72999572753903,26.764951705932614
2012-06-14,19.08,25.81,17.44,23.92,26.89,22.71,23.23,20.93,11.64,19.72,7.3,14.5,10.9,-0.01066650642815159,-0.035282363652476945,-0.5621797621188852,0.15473646170083846,5.967703048839151,5.92382369071796,0.012502931765758785,-0.14272372122689406,-0.027293277567392527,0.21414566996913414,3.9569194605604823,8.266146802328686,-0.0016297858618256054,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M6,Q2,W24,Thursday,71.52527618408203,214.4499969482422,27.29559898376465
